year,id,regional_unit,pre_county_id,post_county_id,reform_type,population,pre_name,post_name
1972,06/1972/0090,Gemeinde,06148,06176,1,4549,Köppern,"Friedrichsdorf, Stadt"
1972,06/1972/0090,Gemeinde,06148,06176,1,3564,Seulberg,"Friedrichsdorf, Stadt"
1972,06/1972/0090,Gemeinde,06245,06184,1,728,Berfa,"Alsfeld, Stadt"
1972,06/1972/0090,Gemeinde,06245,06184,1,593,Hattendorf,"Alsfeld, Stadt"
1972,06/1972/0090,Gemeinde,06245,06184,1,753,Lingelbach,"Alsfeld, Stadt"
1972,06/1972/0090,Gemeinde,06131,06184,1,508,Liederbach,"Alsfeld, Stadt"
1972,06/1972/0090,Gemeinde,06131,06184,1,415,Arnsheim,"Kirtorf, Stadt"
1972,06/1972/0090,Gemeinde,06131,06184,1,361,Heimertshausen,"Kirtorf, Stadt"
1972,06/1972/0090,Gemeinde,06131,06184,1,243,Bieben,"Grebenau, Stadt"
1972,06/1972/0090,Gemeinde,06132,06171,1,1181,Affolterbach,Wald-Michelbach
1972,06/1972/0090,Gemeinde,06132,06171,1,101,Knoden,Lautertal
1972,06/1972/0090,Gemeinde,06132,06171,1,143,Schannenbach,Lautertal
1972,06/1972/0090,Gemeinde,06132,06171,1,88,Litzelbach,Grasellenbach
1972,06/1972/0090,Gemeinde,06132,06171,1,472,Scharbach,Grasellenbach
1972,06/1972/0090,Gemeinde,06132,06171,1,333,Seidenbuch,"Lindenfels, Stadt"
1972,06/1972/0090,Gemeinde,06132,06171,2,18,Abtsteinach,Birkenau
1972,06/1972/0090,Gemeinde,06132,06171,"2,3",2065,Abtsteinach,Abtsteinach
1972,06/1972/0090,Gemeinde,06132,06171,2,37,"Lampertheim, Stadt","Lorsch, Stadt"
1972,06/1972/0090,Gemeinde,06132,06171,"2,3",29393,"Lampertheim, Stadt","Lampertheim, Stadt"
1972,06/1972/0090,Gemeinde,06134,06185,1,997,Nieder-Mockstadt,Florstadt
1972,06/1972/0090,Gemeinde,06139,06185,1,1334,Stammheim,Florstadt
1972,06/1972/0090,Gemeinde,06134,06185,1,966,Bingenheim,Echzell
1972,06/1972/0090,Gemeinde,06140,06185,1,198,Helfersdorf,Kefenrod
1972,06/1972/0090,Gemeinde,06140,06185,1,825,Wolferborn,"Büdingen, Stadt"
1972,06/1972/0090,Gemeinde,06134,06185,1,2097,Düdelsheim,"Büdingen, Stadt"
1972,06/1972/0090,Gemeinde,06134,06185,1,1312,Eichelsdorf,"Nidda, Stadt"
1972,06/1972/0090,Gemeinde,06134,06185,1,293,Unter-Widdersheim,"Nidda, Stadt"
1972,06/1972/0090,Gemeinde,06134,06185,1,510,Rodenbach,Altenstadt
1972,06/1972/0090,Gemeinde,06134,06140,1,1169,Mittel-Gründau,Gründau
1972,06/1972/0090,Gemeinde,06134,06140,1,1186,Hain-Gründau,Gründau
1972,06/1972/0090,Gemeinde,06134,06143,1,513,Altwiedermus,Ronneburg
1972,06/1972/0090,Gemeinde,06134,06184,2,937,"Gedern, Stadt","Schotten, Stadt"
1972,06/1972/0090,Gemeinde,06134,06185,"2,3",6511,"Gedern, Stadt","Gedern, Stadt"
1972,06/1972/0090,Gemeinde,06136,06181,1,1056,Wersau,Brensbach
1972,06/1972/0090,Gemeinde,06138,06181,1,322,Höllerbach,Brensbach
1972,06/1972/0090,Gemeinde,06138,06181,1,677,Nieder-Kainsbach,Brensbach
1972,06/1972/0090,Gemeinde,06138,06181,1,178,Wallbach,Brensbach
1972,06/1972/0090,Gemeinde,06138,06181,1,1305,Beerfurth,Reichelsheim i. Odenwald
1972,06/1972/0090,Gemeinde,06138,06181,1,427,Ober-Kainsbach,Reichelsheim i. Odenwald
1972,06/1972/0090,Gemeinde,06138,06181,1,436,Etzen-Gesäß,"König, Bad"
1972,06/1972/0090,Gemeinde,06138,06181,1,1149,Zell,"König, Bad"
1972,06/1972/0090,Gemeinde,06138,06181,1,282,Güttersbach,Mossautal
1972,06/1972/0090,Gemeinde,06138,06181,1,366,Hüttenthal,Mossautal
1972,06/1972/0090,Gemeinde,06138,06181,1,100,Raubach,Rothenberg
1972,06/1972/0090,Gemeinde,06138,06181,1,262,Schönnen,"Erbach, Stadt"
1972,06/1972/0090,Gemeinde,06138,06181,1,1904,Steinbach,"Michelstadt, Stadt"
1972,06/1972/0090,Gemeinde,06138,06181,1,1163,Vielbrunn,"Michelstadt, Stadt"
1972,06/1972/0090,Gemeinde,06138,06181,1,2201,Steinbachtal,Lützelwiebelsbach
1972,06/1972/0067,Gemeinde,06139,06185,1,2164,Dorheim,"Friedberg, Stadt"
1972,06/1972/0090,Gemeinde,06139,06176,1,3915,Ober-Erlenbach,"Homburg v.d. Höhe, Bad, Stadt"
1972,06/1972/0090,Gemeinde,06139,06185,1,3733,Rodheim v.d. Höhe,"Rosbach, Stadt"
1972,06/1972/0090,Gemeinde,06139,06185,1,1501,Griedel,"Butzbach, Stadt"
1972,06/1972/0090,Gemeinde,06139,06185,1,233,Hausen-Oes,"Butzbach, Stadt"
1972,06/1972/0090,Gemeinde,06139,06185,1,1335,Kirch-Göns,"Butzbach, Stadt"
1972,06/1972/0090,Gemeinde,06139,06185,1,228,Maibach,"Butzbach, Stadt"
1972,06/1972/0090,Gemeinde,06139,06185,1,4051,Nieder-Mörlen,"Nauheim, Bad, Stadt"
1972,06/1972/0090,Gemeinde,06139,06185,1,2247,Steinfurth,"Nauheim, Bad, Stadt"
1972,06/1972/0090,Gemeinde,06139,06185,1,957,Weckesheim,"Reichelsheim, Stadt"
1972,06/1972/0090,Gemeinde,06139,06185,1,3031,Nieder-Wöllstadt,Wöllstadt
1972,06/1972/0090,Gemeinde,06139,06185,1,1834,Ober-Wöllstadt,Wöllstadt
1972,06/1972/0090,Gemeinde,06139,06185,1,2788,Petterweil,"Karben, Stadt"
1972,06/1972/0090,Gemeinde,06140,06184,1,198,Radmühl,Freiensteinau
1972,06/1972/0090,Gemeinde,06144,06184,1,186,Radmühl,Freiensteinau
1972,06/1972/0090,Gemeinde,06151,06184,1,154,Reinhards,Freiensteinau
1972,06/1972/0090,Gemeinde,06234,06184,1,339,Weidenau,Freiensteinau
1972,06/1972/0090,Gemeinde,06141,06185,2,48,"Hungen, Stadt","Nidda, Stadt"
1972,06/1972/0090,Gemeinde,06144,06184,1,271,Feldkrücken,"Ulrichstein, Stadt"
1972,06/1972/0090,Gemeinde,06144,06184,1,266,Hartershausen,"Schlitz, Stadt"
1972,06/1972/0090,Gemeinde,06144,06184,1,143,Unter-Schwarz,"Schlitz, Stadt"
1972,06/1972/0090,Gemeinde,06144,06184,1,342,Allmenrod,"Lauterbach, Stadt"
1972,06/1972/0090,Gemeinde,06144,06184,1,178,Metzlos-Gehaag,Grebenhain
1972,06/1972/0090,Gemeinde,06144,06184,1,325,Steigertal,Grebenhain
1972,06/1972/0090,Gemeinde,06144,06184,1,2186,Angersbach,Wartenberg
1972,06/1972/0090,Gemeinde,06144,06184,1,1219,Landenhausen,Wartenberg
1972,06/1972/0090,Gemeinde,06144,06184,1,483,Rixfeld,"Herbstein, Stadt"
1972,06/1972/0090,Gemeinde,06144,06184,1,82,Schadges,"Herbstein, Stadt"
1972,06/1972/0090,Gemeinde,06144,06184,1,866,Stockhausen,"Herbstein, Stadt"
1972,06/1972/0090,Gemeinde,06145,06176,1,891,Hasselbach,Weilrod
1972,06/1972/0090,Gemeinde,06153,06176,1,422,Emmershausen,Weilrod
1972,06/1972/0090,Gemeinde,06153,06176,1,334,Niederlauken,Weilrod
1972,06/1972/0090,Gemeinde,06153,06176,1,250,Oberlauken,Weilrod
1972,06/1972/0090,Gemeinde,06153,06176,1,1494,Rod a.d. Weil,Weilrod
1972,06/1972/0090,Gemeinde,06153,06176,1,1444,Weilnau,Weilrod
1972,06/1972/0090,Gemeinde,06146,06176,1,1445,Schloßborn,Glashütten
1972,06/1972/0090,Gemeinde,06146,06176,1,2450,Reifenberg,Schmitten
1972,06/1972/0090,Gemeinde,06153,06176,1,1158,Arnoldshain,Schmitten
1972,06/1972/0090,Gemeinde,06153,06176,1,413,Dorfweil,Schmitten
1972,06/1972/0090,Gemeinde,06153,06176,1,109,Treisberg,Schmitten
1972,06/1972/0090,Gemeinde,06146,06176,2,162,"Soden am Taunus, Bad, Stadt","Königstein i. Taunus, Stadt"
1972,06/1972/0090,Gemeinde,06148,06176,1,3138,Falkenstein,"Königstein i. Taunus, Stadt"
1972,06/1972/0090,Gemeinde,06148,06176,1,1786,Mammolshain,"Königstein i. Taunus, Stadt"
1972,06/1972/0090,Gemeinde,06151,06272,1,602,Oberkalbach,Kalbach
1972,06/1972/0090,Gemeinde,06151,06272,1,1428,Uttrichshausen,Kalbach
1972,06/1972/0090,Gemeinde,06153,06152,1,556,Niederems,Waldems
1972,06/1972/0090,Gemeinde,06153,06152,1,275,Reichenbach,Waldems
1972,06/1972/0090,Gemeinde,06153,06152,1,806,Steinfischbach,Waldems
1972,06/1972/0090,Gemeinde,06153,06152,1,318,Wüstems,Waldems
1972,06/1972/0090,Gemeinde,06153,06176,1,1335,Eschbach,"Usingen, Stadt"
1972,06/1972/0090,Gemeinde,06153,06176,1,608,Merzhausen,"Usingen, Stadt"
1972,06/1972/0090,Gemeinde,06153,06176,1,286,Wilhelmsdorf,"Usingen, Stadt"
1972,06/1972/0090,Gemeinde,06153,06176,1,661,Obernhain,Wehrheim
1972,06/1972/0090,Gemeinde,06234,06211,1,339,Bernhards,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,70,Besges,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,1240,Bronnzell,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,492,Dietershan,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,1035,Edelzell,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,1108,Gläserzell,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,1087,Haimbach,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,871,Harmerz,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,276,Istergiesel,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,388,Johannesberg,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,667,Kämmerzell,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,893,Kohlhaus,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,1660,Lehnerz,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,208,Lüdermünd,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,1501,Maberzell,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,106,Malkes,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,208,Mittelrode,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,113,Niederrode,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,864,Niesig,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,363,Oberrode,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,48,Rodges,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,552,Sickels,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,128,Zell,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06211,1,509,Zirkenbach,"Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06234,06272,1,1699,Bimbach,Großenlüder
1972,06/1972/0090,Gemeinde,06234,06272,1,95,Lütterz,Großenlüder
1972,06/1972/0090,Gemeinde,06234,06272,1,1006,Müs,Großenlüder
1972,06/1972/0090,Gemeinde,06234,06272,1,345,Habel,"Tann, Stadt"
1972,06/1972/0090,Gemeinde,06234,06272,1,256,Neuschwambach,"Tann, Stadt"
1972,06/1972/0090,Gemeinde,06234,06272,1,274,Neuswarts,"Tann, Stadt"
1972,06/1972/0090,Gemeinde,06234,06272,1,307,Schlitzenhausen,"Tann, Stadt"
1972,06/1972/0090,Gemeinde,06234,06272,1,390,Theobaldshof,"Tann, Stadt"
1972,06/1972/0090,Gemeinde,06234,06272,1,380,Reulbach,Ehrenberg
1972,06/1972/0090,Gemeinde,06234,06272,1,402,Thaiden,Ehrenberg
1972,06/1972/0090,Gemeinde,06237,06272,1,54,Unterbernhards,Hilders
1972,06/1972/0090,Gemeinde,06237,06272,1,76,Mahlerts,Hofbieber
1972,06/1972/0090,Gemeinde,06237,06272,1,56,Obergruben,Hofbieber
1972,06/1972/0090,Gemeinde,06237,06272,1,215,Obernüst,Hofbieber
1972,06/1972/0090,Gemeinde,06237,06272,1,482,Schwarzbach,Hofbieber
1972,06/1972/0090,Gemeinde,06234,06272,2,18,Hofbieber,Poppenhausen
1972,06/1972/0090,Gemeinde,06234,06272,"2,3",5069,Hofbieber,Hofbieber
1972,06/1972/0090,Gemeinde,06234,06272,1,370,Abtsroda,Poppenhausen
1972,06/1972/0090,Gemeinde,06234,06272,1,362,Gackenhof,Poppenhausen
1972,06/1972/0090,Gemeinde,06234,06272,1,1030,Poppenhausen an der Wasserkuppe,Poppenhausen
1972,06/1972/0090,Gemeinde,06234,06272,1,176,Rodholz,Poppenhausen
1972,06/1972/0090,Gemeinde,06234,06272,1,615,Steinwand,Poppenhausen
1972,06/1972/0090,Gemeinde,06234,06272,1,250,Armenhof,Dipperz
1972,06/1972/0090,Gemeinde,06234,06272,1,90,Dörmbach (Fulda),Dipperz
1972,06/1972/0090,Gemeinde,06234,06272,1,86,Finkenhain,Dipperz
1972,06/1972/0090,Gemeinde,06234,06272,1,357,Friesenhausen,Dipperz
1972,06/1972/0090,Gemeinde,06234,06272,1,102,Kohlgrund,Dipperz
1972,06/1972/0090,Gemeinde,06234,06272,1,122,Wisselsrod,Dipperz
1972,06/1972/0090,Gemeinde,06234,06272,1,126,Wolferts,Dipperz
1972,06/1972/0090,Gemeinde,06234,06272,2,7,Dipperz,Poppenhausen
1972,06/1972/0090,Gemeinde,06234,06272,"2,3",2294,Dipperz,Dipperz
1972,06/1972/0090,Gemeinde,06234,06272,1,1606,Rückers,Flieden
1972,06/1972/0090,Gemeinde,06234,06272,1,522,Schweben,Flieden
1972,06/1972/0090,Gemeinde,06234,06272,1,652,Löschenrod,Eichenzell
1972,06/1972/0090,Gemeinde,06234,06272,2,13,Eichenzell,Ebersburg
1972,06/1972/0090,Gemeinde,06234,06272,"2,3",6905,Eichenzell,Eichenzell
1972,06/1972/0090,Gemeinde,06234,06272,1,1231,Hattenhof,Neuhof
1972,06/1972/0090,Gemeinde,06234,06272,1,749,Hauswurz,Neuhof
1972,06/1972/0090,Gemeinde,06234,06272,1,1523,Rommerz,Neuhof
1972,06/1972/0090,Gemeinde,06234,06272,1,321,Dalherda,"Gersfeld, Stadt"
1972,06/1972/0090,Gemeinde,06234,06272,2,56,"Gersfeld, Stadt",Ebersburg
1972,06/1972/0090,Gemeinde,06234,06272,"2,3",5635,"Gersfeld, Stadt","Gersfeld, Stadt"
1972,06/1972/0090,Gemeinde,06234,06272,2,72,Ebersburg,Poppenhausen
1972,06/1972/0090,Gemeinde,06234,06272,"2,3",3653,Ebersburg,Ebersburg
1972,06/1972/0090,Gemeinde,06237,06272,1,1366,Kiebitzgrund,Burghaun
1972,06/1972/0090,Gemeinde,06237,06272,1,637,Buchenau,Eiterfeld
1972,06/1972/0090,Gemeinde,06237,06272,1,378,Leimbach,Eiterfeld
1972,06/1972/0090,Gemeinde,06237,06272,1,72,Mengers,Eiterfeld
1972,06/1972/0090,Gemeinde,06237,06272,1,921,Ufhausen,Eiterfeld
1972,06/1972/0090,Gemeinde,06237,06272,1,263,Wölf,Eiterfeld
1972,06/1972/0090,Gemeinde,06237,06272,1,305,Gotthards,Nüsttal
1972,06/1972/0090,Gemeinde,06237,06272,1,394,Haselstein,Nüsttal
1972,06/1972/0090,Gemeinde,06241,06273,1,823,Ludwigseck,Ludwigsau
1972,06/1972/0090,Gemeinde,06241,06273,1,208,Niederthalhausen,Ludwigsau
1972,06/1972/0090,Gemeinde,06235,06273,1,746,Meckbach,Ludwigsau
1972,06/1972/0090,Gemeinde,06235,06273,1,581,Rohrbach,Ludwigsau
1972,06/1972/0090,Gemeinde,06235,06273,1,417,Motzfeld,Friedewald
1972,06/1972/0090,Gemeinde,06235,06273,1,753,Obergeis,Neuenstein
1972,06/1972/0090,Gemeinde,06235,06273,1,262,Gethsemane,Philippsthal
1972,06/1972/0090,Gemeinde,06235,06273,1,294,Harnrode,Philippsthal
1972,06/1972/0090,Gemeinde,06235,06273,1,1078,Heimboldshausen,Philippsthal
1972,06/1972/0090,Gemeinde,06235,06273,1,3155,Philippsthal (Werra),Philippsthal
1972,06/1972/0090,Gemeinde,06235,06273,1,852,Röhrigshof,Philippsthal
1972,06/1972/0090,Gemeinde,06235,06273,1,175,Unterneurode,Philippsthal
1972,06/1972/0090,Gemeinde,06237,06273,1,201,Bodes,Hauneck
1972,06/1972/0090,Gemeinde,06237,06273,1,97,Fischbach,Hauneck
1972,06/1972/0090,Gemeinde,06235,06273,1,380,Eitra,Hauneck
1972,06/1972/0090,Gemeinde,06235,06273,1,189,Gersdorf,Kirchheim
1972,06/1972/0090,Gemeinde,06235,06273,1,224,Heddersdorf,Kirchheim
1972,06/1972/0090,Gemeinde,06235,06273,1,217,Reckerode,Kirchheim
1972,06/1972/0090,Gemeinde,06235,06273,1,244,Willingshain,Kirchheim
1972,06/1972/0090,Gemeinde,06235,06273,1,893,Herfa,Heringen
1972,06/1972/0090,Gemeinde,06235,06273,1,795,Kleinensee,Heringen
1972,06/1972/0090,Gemeinde,06235,06273,1,1363,Widdershausen,Heringen
1972,06/1972/0090,Gemeinde,06235,06273,1,822,Kerspenhausen,Niederaula
1972,06/1972/0090,Gemeinde,06235,06273,1,338,Hilmes,Schenklengsfeld
1972,06/1972/0090,Gemeinde,06235,06273,1,430,Wippershain,Schenklengsfeld
1972,06/1972/0090,Gemeinde,06235,06273,1,279,Wüstfeld,Schenklengsfeld
1972,06/1972/0090,Gemeinde,06237,06273,1,290,Erdmannrode,Schenklengsfeld
1972,06/1972/0090,Gemeinde,06237,06273,1,107,Unterstoppel,Haunetal
1972,06/1972/0090,Gemeinde,06235,06273,1,249,Holzheim,Haunetal
1972,06/1972/0090,Gemeinde,06235,06273,1,133,Kruspis,Haunetal
1972,06/1972/0090,Gemeinde,06235,06273,1,174,Stärklos,Haunetal
1972,06/1972/0090,Gemeinde,06236,06274,1,417,Zwergen,"Liebenau, Stadt"
1972,06/1972/0090,Gemeinde,06236,06274,1,624,Ehrsten,Calden
1972,06/1972/0090,Gemeinde,06236,06274,1,726,Obermeiser,Calden
1972,06/1972/0090,Gemeinde,06236,06274,1,644,Heisebeck,Oberweser
1972,06/1972/0090,Gemeinde,06236,06274,1,1764,"Helmarshausen, Stadt","Karlshafen, Stadt"
1972,06/1972/0090,Gemeinde,06238,06274,1,2092,Heckershausen,Ahnatal
1972,06/1972/0090,Gemeinde,06238,06274,1,4098,Weimar,Ahnatal
1972,06/1972/0090,Gemeinde,06238,06274,1,3213,Buchenhagen,"Baunatal, Stadt"
1972,06/1972/0090,Gemeinde,06238,06274,1,1701,Bergshausen,Fuldabrück
1972,06/1972/0090,Gemeinde,06238,06274,1,1247,Dörnhagen,Fuldabrück
1972,06/1972/0090,Gemeinde,06238,06274,1,1795,Rothwesten,Fuldatal
1972,06/1972/0090,Gemeinde,06243,06274,1,345,Sankt Ottilien,Helsa
1972,06/1972/0090,Gemeinde,06238,06274,1,1862,Eschenstruth,Helsa
1972,06/1972/0090,Gemeinde,06238,06274,1,3944,Helsa-Wickenrode,Helsa
1972,06/1972/0090,Gemeinde,06238,06274,1,4159,Heiligenrode,Niestetal
1972,06/1972/0090,Gemeinde,06238,06274,1,5231,Sandershausen,Niestetal
1972,06/1972/0090,Gemeinde,06238,06274,1,3216,Elgershausen,Schauenburg
1972,06/1972/0090,Gemeinde,06238,06274,1,5497,Hoof,Schauenburg
1972,06/1972/0090,Gemeinde,06244,06274,1,354,Niederlistingen,Breuna
1972,06/1972/0090,Gemeinde,06244,06274,1,730,Oberlistingen,Breuna
1972,06/1972/0090,Gemeinde,06240,06273,1,1552,Heinebach,Alheim
1972,06/1972/0090,Gemeinde,06241,06273,1,857,Baumbach,Alheim
1972,06/1972/0090,Gemeinde,06241,06273,1,127,Erdpenhausen,Alheim
1972,06/1972/0090,Gemeinde,06241,06273,1,263,Hergershausen,Alheim
1972,06/1972/0090,Gemeinde,06241,06273,1,220,Licherode,Alheim
1972,06/1972/0090,Gemeinde,06241,06273,1,352,Niederellenbach,Alheim
1972,06/1972/0090,Gemeinde,06241,06273,1,307,Niedergude,Alheim
1972,06/1972/0090,Gemeinde,06241,06273,1,442,Oberellenbach,Alheim
1972,06/1972/0090,Gemeinde,06241,06273,1,301,Obergude,Alheim
1972,06/1972/0090,Gemeinde,06241,06273,1,326,Sterkelshausen,Alheim
1972,06/1972/0090,Gemeinde,06241,06273,1,273,Königswald,Cornberg
1972,06/1972/0090,Gemeinde,06241,06273,1,171,Dankerode,"Rotenburg a.d. Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06241,06273,1,324,Erkshausen,"Rotenburg a.d. Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06241,06273,1,2232,Lispenhausen,"Rotenburg a.d. Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06241,06273,1,481,Schwarzenhasel,"Rotenburg a.d. Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06241,06273,1,315,Seifertshausen,"Rotenburg a.d. Fulda, Stadt"
1972,06/1972/0090,Gemeinde,06245,06273,1,216,Gehau,Breitenbach a. Herzberg
1972,06/1972/0090,Gemeinde,06245,06273,1,178,Machtlos,Breitenbach a. Herzberg
1972,07/1972/0001,Gemeinde,07137,07135,2,16,Burgen,Lütz
1972,07/1972/0001,Gemeinde,07137,07135,2,5,Burgen,Treis-Karden
1972,07/1972/0008,Gemeinde,07337,07313,1,1398,Arzheim,"Landau in der Pfalz, Stadt"
1972,07/1972/0008,Gemeinde,07337,07313,1,548,Dammheim,"Landau in der Pfalz, Stadt"
1972,07/1972/0008,Gemeinde,07337,07313,1,2059,Godramstein,"Landau in der Pfalz, Stadt"
1972,07/1972/0008,Gemeinde,07337,07313,1,861,Mörzheim,"Landau in der Pfalz, Stadt"
1972,07/1972/0008,Gemeinde,07337,07313,1,1497,Nußdorf,"Landau in der Pfalz, Stadt"
1972,07/1972/0008,Gemeinde,07337,07313,1,692,Wollmesheim,"Landau in der Pfalz, Stadt"
1972,07/1972/0008,Gemeinde,07340,07317,1,1309,Gersbach,"Pirmasens, Stadt"
1972,07/1972/0008,Gemeinde,07340,07317,1,772,Windsberg,"Pirmasens, Stadt"
1972,07/1972/0008,Gemeinde,07341,07320,1,1275,Mittelbach,"Zweibrücken, Stadt"
1972,07/1972/0008,Gemeinde,07341,07320,1,598,Mörsbach,"Zweibrücken, Stadt"
1972,07/1972/0008,Gemeinde,07341,07320,1,1273,Oberauerbach,"Zweibrücken, Stadt"
1972,07/1972/0008,Gemeinde,07341,07320,1,1615,Rimschweiler,"Zweibrücken, Stadt"
1972,07/1972/0008,Gemeinde,07341,07320,1,726,Wattweiler,"Zweibrücken, Stadt"
1972,07/1972/0008,Gemeinde,07336,07335,1,3068,Miesau,Bruchmühlbach-Miesau
1972,08/1972/0001,Gemeinde,08147,08113,1,513,Unterweiler,"Ulm, Stadt"
1972,08/1972/0021,Gemeinde,08138,08141,1,1186,Gronau,Oberstenfeld
1972,08/1972/0027,Gemeinde,08139,08144,1,330,Muthof,"Forchtenberg, Stadt"
1972,08/1972/0034,Gemeinde,08142,08239,1,178,Deubach,"Königshofen, Stadt"
1972,08/1972/0037,Gemeinde,08146,08144,1,259,Eschental,Kupferzell
1972,08/1972/0037,Gemeinde,08146,08144,1,165,Goggenbach,Kupferzell
1972,08/1972/0051,Gemeinde,08147,08438,1,708,Suppingen,"Laichingen, Stadt"
1972,08/1972/0051,Gemeinde,08434,08147,1,869,Ringingen,Erbach
1972,08/1972/0058,Gemeinde,08234,08212,1,1415,Hohenwettersbach,"Karlsruhe, Stadt"
1972,08/1972/0058,Gemeinde,08234,08212,1,1908,Stupferich,"Karlsruhe, Stadt"
1972,08/1972/0060,Gemeinde,08231,08234,1,4346,Neudorf,Graben-Neudorf
1972,08/1972/0061,Gemeinde,08238,08231,1,567,Eichelberg,Östringen
1972,08/1972/0061,Gemeinde,08238,08231,1,833,Tiefenbach,Östringen
1972,08/1972/0064,Gemeinde,08233,08235,1,1595,Altenbach,"Schriesheim, Stadt"
1972,08/1972/0081,Gemeinde,08342,08311,1,1078,Ebersteinburg,"Baden-Baden, Stadt"
1972,08/1972/0086,Gemeinde,08332,08346,1,539,Hochemmingen,Bad Dürrheim
1972,08/1972/0086,Gemeinde,08332,08346,1,667,Sunthausen,Bad Dürrheim
1972,08/1972/0088,Gemeinde,08441,08346,1,34707,"Schwenningen am Neckar, Stadt","Villingen-Schwenningen, Stadt"
1972,08/1972/0100,Gemeinde,08338,08343,1,858,Degerfelden,"Rheinfelden (Baden), Stadt"
1972,08/1972/0105,Gemeinde,08443,08344,1,419,Storzingen,Stetten am kalten Markt
1972,08/1972/0137,Gemeinde,08147,08113,1,726,Mähringen,"Ulm, Stadt"
1972,08/1972/0151,Gemeinde,08232,08236,1,298,Kleineicholzheim,Schefflenz
1972,08/1972/0162,Gemeinde,08442,08438,1,154,Mörsingen,Zwiefalten
1972,08/1972/0162,Gemeinde,08442,08443,1,144,Egelfingen,Langenenslingen
1972,08/1972/0178,Gemeinde,08147,08136,1,189,Waldhausen,"Geislingen an der Steige, Stadt"
1972,08/1972/0182,Gemeinde,08232,08138,1,329,Ruchsen,"Möckmühl, Stadt"
1972,08/1972/0191,Gemeinde,08231,08234,1,1334,Neibsheim,"Bretten, Stadt"
1972,08/1972/0195,Gemeinde,08236,08238,1,1458,Heinsheim,Bad Rappenau
1972,08/1972/0203,Gemeinde,08438,08434,1,472,Justingen,"Schelklingen, Stadt"
1972,08/1972/0204,Gemeinde,08436,08437,1,821,Fischingen,"Sulz am Neckar, Stadt"
1972,08/1972/0213,Gemeinde,08433,08237,1,628,Niebelsbach,Keltern
1972,08/1972/0221,Gemeinde,08145,08136,1,398,Maitis,"Göppingen, Stadt"
1972,08/1972/0227,Gemeinde,08144,08139,1,929,Gaisbach,"Künzelsau, Stadt"
1972,08/1972/0237,Gemeinde,08237,08214,1,791,Hohenwart,"Pforzheim, Stadt"
1972,08/1972/0239,Gemeinde,08342,08234,1,1193,Waldprechtsweier,Malsch
1972,08/1972/0247,Gemeinde,08332,08346,1,1062,Tannheim,"Villingen-Schwenningen, Stadt"
1972,08/1972/0247,Gemeinde,08332,08346,1,481,Unterbaldingen,Bad Dürrheim
1972,08/1972/0249,Gemeinde,08344,08336,1,640,Beuren an der Aach,"Singen (Hohentwiel), Stadt"
1972,08/1972/0253,Gemeinde,08433,08342,2,60,Bernbach,"Gaggenau, Stadt"
1972,08/1972/0259,Gemeinde,08345,08444,1,1680,Kluftern,"Friedrichshafen, Stadt"
1972,08/1972/0264,Gemeinde,08438,08434,1,363,Hütten,"Schelklingen, Stadt"
1972,08/1972/0264,Gemeinde,08438,08434,1,375,Ingstetten,"Schelklingen, Stadt"
1972,08/1972/0267,Gemeinde,08437,08445,1,550,Bieringen,"Rottenburg am Neckar, Stadt"
1972,08/1972/0280,Gemeinde,08347,08340,1,194,Mettenberg,Grafenhausen
