year,id,regional_unit,pre_county_id,post_county_id,reform_type,population,pre_name,post_name
1974,03/1974/0005,Gemeinde,03135,03112,1,3822,Wettbergen,"Hannover, Landeshauptstadt"
1974,03/1974/0005,Gemeinde,03135,03112,1,863,Wülferode,"Hannover, Landeshauptstadt"
1974,03/1974/0005,Gemeinde,03331,03112,1,2653,"Isernhagen, Niederhägener Bauerschaft","Hannover, Landeshauptstadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,1429,"Isernhagen, Niederhägener Bauerschaft",Warmbüchen
1974,03/1974/0005,Gemeinde,03331,03135,1,5120,Altwarmbüchen,Warmbüchen
1974,03/1974/0005,Gemeinde,03331,03135,1,922,"Isernhagen, Farster Bauernschaft",Warmbüchen
1974,03/1974/0005,Gemeinde,03331,03135,1,2165,"Isernhagen, Hohenhorster Bauernschaft",Warmbüchen
1974,03/1974/0005,Gemeinde,03331,03135,1,996,"Isernhagen, Kircher Bauernschaft",Warmbüchen
1974,03/1974/0005,Gemeinde,03331,03135,1,1328,Kirchhorst,Warmbüchen
1974,03/1974/0005,Gemeinde,03331,03135,1,1124,Neuwarmbüchen,Warmbüchen
1974,03/1974/0005,Gemeinde,03137,03131,1,349,Bockhop,Borstel
1974,03/1974/0005,Gemeinde,03137,03131,1,114,Campen,Borstel
1974,03/1974/0005,Gemeinde,03137,03131,1,264,Sieden,Borstel
1974,03/1974/0005,Gemeinde,03137,03131,1,123,Dienstborstel,Staffhorst
1974,03/1974/0005,Gemeinde,03138,03133,1,1086,Gelldorf,"Obernkirchen, Stadt"
1974,03/1974/0005,Gemeinde,03138,03133,1,1176,Vehlen,"Obernkirchen, Stadt"
1974,03/1974/0005,Gemeinde,03138,03133,1,1878,Steinbergen,"Rinteln, Stadt"
1974,03/1974/0005,Gemeinde,03133,03138,1,53,Schermbeck,Luhden
1974,03/1974/0005,Gemeinde,03133,03138,1,1202,Liekwegen,Nienstädt
1974,03/1974/0005,Gemeinde,03133,03138,1,185,Düdinghausen,Auhagen
1974,03/1974/0005,Gemeinde,03133,03138,2,13,Beckedorf,Heuerßen
1974,03/1974/0005,Gemeinde,03133,03138,"2,3",1598,Beckedorf,Beckedorf
1974,03/1974/0005,Gemeinde,03133,03138,1,479,Reinsen,"Stadthagen, Stadt"
1974,03/1974/0005,Gemeinde,03133,03138,1,372,Ottensen,Lindhorst
1974,03/1974/0005,Gemeinde,03235,03135,1,3300,Gleidingen,"Laatzen, Stadt"
1974,03/1974/0005,Gemeinde,03235,03135,1,620,Ingeln,"Laatzen, Stadt"
1974,03/1974/0005,Gemeinde,03235,03135,1,1067,Oesselse,"Laatzen, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1524,Dedensen,Seelze
1974,03/1974/0005,Gemeinde,03136,03135,1,13125,Berenbostel,"Garbsen, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1812,Frielingen,"Garbsen, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1408,Horst,"Garbsen, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1021,Meyenfeld,"Garbsen, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1932,"Osterwald, Oberende","Garbsen, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,2271,"Osterwald, Unterende","Garbsen, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1647,Schloß Ricklingen,"Garbsen, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1245,Stelingen,"Garbsen, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,788,Hüpede,"Pattensen, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,1188,Jeinsen,"Pattensen, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,274,Oerie,"Pattensen, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,2462,Schulenburg (Leine),"Pattensen, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,262,Vardegötzen,"Pattensen, Stadt"
1974,03/1974/0005,Gemeinde,03235,03135,1,1385,Bolzum,Sehnde
1974,03/1974/0005,Gemeinde,03235,03135,1,661,Wehmingen,Sehnde
1974,03/1974/0005,Gemeinde,03235,03135,1,273,Wirringen,Sehnde
1974,03/1974/0005,Gemeinde,03331,03135,1,719,Bilm,Sehnde
1974,03/1974/0005,Gemeinde,03331,03135,1,442,Dolgen,Sehnde
1974,03/1974/0005,Gemeinde,03331,03135,1,536,Evern,Sehnde
1974,03/1974/0005,Gemeinde,03331,03135,1,170,Gretenberg,Sehnde
1974,03/1974/0005,Gemeinde,03331,03135,1,561,Haimar,Sehnde
1974,03/1974/0005,Gemeinde,03331,03135,1,1477,Höver,Sehnde
1974,03/1974/0005,Gemeinde,03331,03135,1,3951,Ilten,Sehnde
1974,03/1974/0005,Gemeinde,03331,03135,1,204,Klein Lobke,Sehnde
1974,03/1974/0005,Gemeinde,03331,03135,1,1274,Rethmar,Sehnde
1974,03/1974/0005,Gemeinde,03133,03135,1,143,Idensermoor-Niengraben,"Wunstorf, Stadt"
1974,03/1974/0005,Gemeinde,03138,03135,1,2235,Großenheidorn,"Wunstorf, Stadt"
1974,03/1974/0005,Gemeinde,03138,03135,1,4401,"Steinhude, Flecken","Wunstorf, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,396,Blumenau,"Wunstorf, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,2534,Bokeloh,"Wunstorf, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,566,Idensen,"Wunstorf, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,2199,Klein Heidorn,"Wunstorf, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,2109,Kolenfeld,"Wunstorf, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,3391,Luthe,"Wunstorf, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,691,Mesmerode,"Wunstorf, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,197,Amedorf,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,78,Averhoy,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,475,Basse,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,182,Bevensen,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,2393,Bordenau,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,661,Borstel,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,112,Brase,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,242,Büren,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,480,Dudensen,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1373,Eilvese,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,473,Empede,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,670,Esperke,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,170,Evensen,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,979,Hagen,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,880,Helstorf,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,307,Laderholz,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,215,Lutter,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,277,Luttmersen,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,924,Mandelsloh,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1038,Mardorf,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1138,Mariensee,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,302,Metel,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,504,Niedernstöcken,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,584,Nöpke,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1226,Otternhagen,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1724,Poggenhagen,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,423,Scharrel,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,1157,Schneeren,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,305,Stöckendrebber,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,666,Suttorf,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,270,Vesbeck,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,200,Welze,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03135,1,387,Wulfelade,"Neustadt am Rübenberge, Stadt"
1974,03/1974/0005,Gemeinde,03136,03137,1,451,Lichtenhorst,Steimbke
1974,03/1974/0005,Gemeinde,03139,03133,1,128,Meinsen,Hülsede
1974,03/1974/0005,Gemeinde,03139,03133,1,328,Schmarrie,Hülsede
1974,03/1974/0005,Gemeinde,03139,03133,1,610,Feggendorf,"Lauenau, Flecken"
1974,03/1974/0005,Gemeinde,03139,03133,1,345,Altenhagen II,Messenkamp
1974,03/1974/0005,Gemeinde,03139,03135,1,427,Alferde,"Springe, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,1341,Altenhagen I,"Springe, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,646,Alvesrode,"Springe, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,3889,Benningsen,"Springe, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,205,Boitzum,"Springe, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,3603,"Eldagsen, Stadt","Springe, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,1564,Gestorf,"Springe, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,574,Holtensen,"Springe, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,1130,Lüdersen,"Springe, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,344,Mittelrode,"Springe, Stadt"
1974,03/1974/0005,Gemeinde,03139,03135,1,2715,Völksen,"Springe, Stadt"
1974,03/1974/0005,Gemeinde,03139,03235,1,866,Adensen,Nordstemmen
1974,03/1974/0005,Gemeinde,03139,03235,1,172,Hallerburg,Nordstemmen
1974,03/1974/0005,Gemeinde,03139,03235,1,2120,Rössing,Nordstemmen
1974,03/1974/0005,Gemeinde,03231,03235,1,1479,Burgstemmen,Nordstemmen
1974,03/1974/0005,Gemeinde,03231,03235,1,805,Heyersum,Nordstemmen
1974,03/1974/0005,Gemeinde,03231,03235,1,715,Mahlerten,Nordstemmen
1974,03/1974/0005,Gemeinde,03139,03231,1,300,Sorsum,"Elze, Stadt"
1974,03/1974/0005,Gemeinde,03139,03231,1,110,Wittenburg,"Elze, Stadt"
1974,03/1974/0005,Gemeinde,03139,03231,1,720,Wülfingen,"Elze, Stadt"
1974,03/1974/0005,Gemeinde,03139,03235,1,510,Schliekum,"Sarstedt, Stadt"
1974,03/1974/0005,Gemeinde,03236,03231,1,1134,Brunkensen,"Alfeld (Leine), Stadt"
1974,03/1974/0005,Gemeinde,03236,03231,1,46,Lütgenholzen,"Alfeld (Leine), Stadt"
1974,03/1974/0005,Gemeinde,03231,03236,1,6,Wispenstein,"Delligsen, Flecken"
1974,03/1974/0005,Gemeinde,03231,03236,1,17,Imsen,"Delligsen, Flecken"
1974,03/1974/0005,Gemeinde,03733,03236,1,471,Ammensen,"Delligsen, Flecken"
1974,03/1974/0005,Gemeinde,03733,03236,1,264,Varrigsen,"Delligsen, Flecken"
1974,03/1974/0005,Gemeinde,03231,03235,1,712,Breinum,"Bad Salzdetfurth, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,468,Amelsen,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,222,Deitersen,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,229,Eilensen,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,323,Ellensen,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,904,Hilwartshausen,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,244,Hoppensen,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,325,Hunnesrück,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,183,Krimmensen,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,1159,Lauenberg,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,810,Lüthorst,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,540,Mackensen,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,2435,"Markoldendorf, Flecken","Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,245,Portenhagen,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,1662,Sievershausen,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,336,Wellersen,"Dassel, Stadt"
1974,03/1974/0005,Gemeinde,03733,03238,1,1066,Bartshausen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03733,03238,1,188,Brunsen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03733,03238,1,403,Hallensen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03733,03238,1,51,Holtershausen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03733,03238,1,71,Naensen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03733,03238,1,899,Stroit,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03733,03238,1,495,Voldagsen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03733,03238,1,185,Wenzen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,766,Andershausen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,62,Avendshausen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,161,Buensen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,102,Dassensen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,760,Dörrigsen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,346,Drüber,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,424,Edemissen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,605,Iber,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,330,Kohnsen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,330,Kuventhal,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,265,Negenborn,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,172,Rengershausen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,107,Rotenkirchen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,186,"Salzderhelden, Flecken","Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,2107,Strodthagen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,130,Sülbeck,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,524,Vardeilsen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,314,Volksen,"Einbeck, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,305,Hollenstedt,"Northeim, Stadt"
1974,03/1974/0005,Gemeinde,03233,03238,1,591,Stöckheim,"Northeim, Stadt"
1974,03/1974/0005,Gemeinde,03234,03238,1,1167,Angerstein,"Nörten-Hardenberg, Flecken"
1974,03/1974/0005,Gemeinde,03234,03238,1,726,Parensen,"Nörten-Hardenberg, Flecken"
1974,03/1974/0005,Gemeinde,03234,03238,1,846,Gladebeck,"Hardegsen, Stadt"
1974,03/1974/0005,Gemeinde,03235,03733,1,2172,Groß Rühden,"Seesen, Stadt"
1974,03/1974/0005,Gemeinde,03235,03733,1,479,Mechtshausen,"Seesen, Stadt"
1974,03/1974/0005,Gemeinde,03733,03235,1,1551,Bornum am Harz,"Bockenem, Stadt"
1974,03/1974/0005,Gemeinde,03733,03235,1,306,Jerze,"Bockenem, Stadt"
1974,03/1974/0005,Gemeinde,03733,03235,1,687,Mahlum,"Bockenem, Stadt"
1974,03/1974/0005,Gemeinde,03733,03235,1,357,Ortshausen,"Bockenem, Stadt"
1974,03/1974/0005,Gemeinde,03733,03235,1,777,Schlewecke,"Bockenem, Stadt"
1974,03/1974/0005,Gemeinde,03733,03235,1,916,Volkersheim,"Bockenem, Stadt"
1974,03/1974/0005,Gemeinde,03239,03733,1,788,Harriehausen,"Bad Gandersheim, Stadt"
1974,03/1974/0005,Gemeinde,03240,03135,1,2638,Hämelerwald,"Lehrte, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,3384,Ahlten,"Lehrte, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,1379,Aligse,"Lehrte, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,2165,Arpke,"Lehrte, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,2226,Immensen,"Lehrte, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,362,Kolshorn,"Lehrte, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,300,Röddensen,"Lehrte, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,1831,Sievershausen,"Lehrte, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,1168,Steinwedel,"Lehrte, Stadt"
1974,03/1974/0005,Gemeinde,03240,03135,1,703,Dedenhausen,Uetze
1974,03/1974/0005,Gemeinde,03240,03135,1,1485,Eltze,Uetze
1974,03/1974/0005,Gemeinde,03331,03135,1,502,Altmerdingsen,Uetze
1974,03/1974/0005,Gemeinde,03331,03135,1,1857,Dollbergen,Uetze
1974,03/1974/0005,Gemeinde,03331,03135,1,4314,Hänigsen,Uetze
1974,03/1974/0005,Gemeinde,03331,03135,1,714,Katensen,Uetze
1974,03/1974/0005,Gemeinde,03331,03135,1,761,Obershagen,Uetze
1974,03/1974/0005,Gemeinde,03331,03135,1,634,Schwüblingsen,Uetze
1974,03/1974/0005,Gemeinde,03240,03135,1,17,Mehrum,"Lehrte, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,852,Mehrum,Hohenhameln
1974,03/1974/0005,Gemeinde,03331,03737,1,397,Harber,Hohenhameln
1974,03/1974/0005,Gemeinde,03240,03737,1,865,Bierbergen,Hohenhameln
1974,03/1974/0005,Gemeinde,03240,03737,1,100,Bründeln,Hohenhameln
1974,03/1974/0005,Gemeinde,03240,03737,1,956,Clauen,Hohenhameln
1974,03/1974/0005,Gemeinde,03240,03737,1,737,Equord,Hohenhameln
1974,03/1974/0005,Gemeinde,03240,03737,1,259,Ohlum,Hohenhameln
1974,03/1974/0005,Gemeinde,03240,03737,1,78,Rötzum,Hohenhameln
1974,03/1974/0005,Gemeinde,03240,03737,1,745,Soßmar,Hohenhameln
1974,03/1974/0005,Gemeinde,03240,03737,1,549,Stedum,Hohenhameln
1974,03/1974/0005,Gemeinde,03331,03737,1,451,Oelerse,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,1702,Abbensen,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,392,Alvesse,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,398,Blumenhagen,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,885,Eddesse,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,299,Eickenrode,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,250,Mödesse,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,593,Oedesse,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,591,Plockhorst,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,264,Rietze,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,157,Voigtholz-Ahlemissen,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,410,Wehnsen,Edemissen
1974,03/1974/0005,Gemeinde,03240,03737,1,1364,Wipshausen,Edemissen
1974,03/1974/0005,Gemeinde,03331,03737,1,20,Landwehr,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03331,03737,1,204,Röhrse,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03732,03737,1,772,Duttenstedt,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03732,03737,1,1047,Essinghausen,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,193,Berkum,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,1790,Dungelbeck,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,620,Eixe,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,1147,Rosenthal,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,1271,Schmedenstedt,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,1197,Schwicheldt,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,3530,Stederdorf,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,4575,Vöhrum,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,141,Wendesse,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,1697,Woltorf,"Peine, Stadt"
1974,03/1974/0005,Gemeinde,03240,03334,1,610,Ohof,Meinersen
1974,03/1974/0005,Gemeinde,03331,03135,1,831,Abbensen,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,263,Bennemühlen,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,655,Berkhof,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,4219,Bissendorf,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,1287,Brelingen,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,130,Duden-Rodenbostel,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,1744,Elze,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,380,Gailhof,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,879,Hellendorf,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,491,Meitze,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,4110,Mellendorf,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,526,Negenborn,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,369,Oegenbostel,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,1795,Resse,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,843,Scherenbostel,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,723,Wennebostel,Wedemark
1974,03/1974/0005,Gemeinde,03331,03135,1,854,Engensen,Burgwedel
1974,03/1974/0005,Gemeinde,03331,03135,1,1417,Fuhrberg,Burgwedel
1974,03/1974/0005,Gemeinde,03331,03135,1,5494,Großburgwedel,Burgwedel
1974,03/1974/0005,Gemeinde,03331,03135,1,1627,Kleinburgwedel,Burgwedel
1974,03/1974/0005,Gemeinde,03331,03135,1,110,Oldhorst,Burgwedel
1974,03/1974/0005,Gemeinde,03331,03135,1,1032,Thönse,Burgwedel
1974,03/1974/0005,Gemeinde,03331,03135,1,2377,Wettmar,Burgwedel
1974,03/1974/0005,Gemeinde,03331,03135,1,92,Beinhorn,"Burgdorf, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,287,Dachtmissen,"Burgdorf, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,744,Heeßel,"Burgdorf, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,312,Hülptingsen,"Burgdorf, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,1617,Otze,"Burgdorf, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,2145,Ramlingen-Ehlershausen,"Burgdorf, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,556,Schillerslage,"Burgdorf, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,609,Sorgensen,"Burgdorf, Stadt"
1974,03/1974/0005,Gemeinde,03331,03135,1,208,Weferlingsen,"Burgdorf, Stadt"
1974,03/1974/0005,Gemeinde,03332,03334,1,150,Pollhöfen,Ummern
1974,03/1974/0005,Gemeinde,03332,03334,1,196,Hahnenhorn,Müden (Aller)
1974,03/1974/0005,Gemeinde,03333,03338,1,330,Woltem,"Soltau, Stadt"
1974,03/1974/0005,Gemeinde,03333,03434,1,367,Kettenburg,"Visselhövede, Stadt"
1974,03/1974/0005,Gemeinde,03240,03737,1,199,Rüper,Wendeburg
1974,03/1974/0005,Gemeinde,03240,03737,1,299,Wense,Wendeburg
1974,03/1974/0005,Gemeinde,03732,03737,1,1717,Bortfeld,Wendeburg
1974,03/1974/0005,Gemeinde,03732,03737,1,366,Harvesse,Wendeburg
1974,03/1974/0005,Gemeinde,03732,03737,1,818,Meerdorf,Wendeburg
1974,03/1974/0005,Gemeinde,03732,03737,1,754,Neubrück,Wendeburg
1974,03/1974/0005,Gemeinde,03732,03737,1,328,Sophiental,Wendeburg
1974,03/1974/0005,Gemeinde,03334,03737,1,770,Didderse,Wendeburg
1974,03/1974/0005,Gemeinde,03334,03711,1,62,Bechtsbüttel,"Braunschweig, Stadt"
1974,03/1974/0005,Gemeinde,03334,03735,1,543,Beienrode,"Königslutter am Elm, Stadt"
1974,03/1974/0005,Gemeinde,03334,03735,1,202,Klein Steimke,"Königslutter am Elm, Stadt"
1974,03/1974/0005,Gemeinde,03334,03735,1,429,Ochsendorf,"Königslutter am Elm, Stadt"
1974,03/1974/0005,Gemeinde,03334,03735,1,392,Rhode,"Königslutter am Elm, Stadt"
1974,03/1974/0005,Gemeinde,03334,03735,1,224,Uhry,"Königslutter am Elm, Stadt"
1974,03/1974/0005,Gemeinde,03334,03735,1,181,Ahmstorf,Rennau
1974,03/1974/0005,Gemeinde,03334,03735,1,272,Rottorf,Rennau
1974,03/1974/0005,Gemeinde,03732,03711,1,723,Bevenrode,"Braunschweig, Stadt"
1974,03/1974/0005,Gemeinde,03732,03711,1,2366,Bienrode,"Braunschweig, Stadt"
1974,03/1974/0005,Gemeinde,03732,03711,1,3594,Broitzem,"Braunschweig, Stadt"
1974,03/1974/0005,Gemeinde,03732,03711,1,961,Dibbesdorf,"Braunschweig, Stadt"
1974,03/1974/0005,Gemeinde,03732,03711,1,1888,Hondelage,"Braunschweig, Stadt"
1974,03/1974/0005,Gemeinde,03732,03711,1,1524,Lamme,"Braunschweig, Stadt"
